id,t,dTot,dFed,rFed,oFed,sFed,unat
p19,0,0,0,0,20,0,0
p19,1,30,10,0,18,0,0
p19,6,30,10,0,0,0,1
p19,7,30,10,1,0,0,9
p19,10,30,10,3,0,0,7
p19,11,30,10,4,0,0,6
p19,12,30,10,5,0,0,1
p19,17,30,10,5,0,0,3
p19,20,30,10,6,0,0,2
p19,22,30,10,7,0,0,2
p19,26,30,10,7,0,0,1
p19,27,30,10,8,0,0,1
p19,31,30,10,9,0,0,0
p19,32,30,10,9,0,0,0
p19,37,30,10,9,0,0,1
p19,42,30,10,9,0,0,1
p19,46,30,10,10,0,0,0
p19,601,28,8,8,2,0,0
p19,602,28,8,6,0,0,1
p19,603,28,8,1,0,0,1
p19,606,10,0,0,18,0,1
p19,607,10,0,0,11,10,1
p19,608,10,0,1,11,10,0
p19,611,9,0,1,12,10,0
p19,612,7,0,1,14,13,0
p19,617,5,0,0,15,13,0
p19,621,4,0,0,16,13,0
p19,622,4,0,0,16,14,0
p19,626,3,0,0,17,14,0
p19,632,2,0,0,18,14,0
p19,636,1,0,0,19,14,0
p19,651,0,0,0,20,14,0
p19,1200,30,10,0,20,14,0
p19,1203,30,10,0,0,0,9
p19,1204,30,10,2,0,0,8
p19,1205,30,10,2,0,0,6
p19,1207,30,10,3,0,0,4
p19,1208,30,10,5,0,0,2
p19,1209,30,10,5,0,0,3
p19,1210,30,10,6,0,0,1
p19,1212,30,10,7,0,0,0
p19,1214,30,10,8,0,0,2
p19,1215,30,10,9,0,0,1
p19,1218,30,10,10,0,0,0
p19,1802,30,10,8,0,0,0
p19,1803,10,0,7,20,0,0
p19,1804,8,0,3,15,3,0
p19,1805,8,0,1,15,3,0
p19,1806,8,0,0,15,3,0
p19,1809,5,0,0,15,5,0
p19,1813,4,0,0,16,5,0
p19,1814,3,0,0,17,6,0
p19,1818,1,0,0,19,6,0
p19,1819,0,0,0,20,8,0
p19,1834,0,0,0,20,9,0
p19,2400,30,10,0,20,9,0
p19,2404,30,10,0,0,0,10
p19,2405,30,10,1,0,0,9
p19,2406,30,10,5,0,0,4
p19,2407,30,10,5,0,0,2
p19,2408,30,10,6,0,0,0
p19,2409,30,10,6,0,0,4
p19,2410,30,10,6,0,0,3
p19,2412,30,10,5,0,0,2
p19,2413,30,10,7,0,0,0
p19,2414,30,10,7,0,0,3
p19,2415,30,10,8,0,0,2
p19,2416,30,10,9,0,0,1
p19,2417,30,10,9,0,0,0
p19,2419,30,10,9,0,0,1
p19,2420,30,10,9,0,0,0
p19,2424,30,10,9,0,0,1
p19,2426,30,10,10,0,0,0
p19,3001,30,10,7,0,0,0
p19,3002,30,10,3,0,0,0
p19,3004,10,0,0,20,0,0
p19,3005,10,0,0,10,10,0
p19,3009,6,0,0,14,10,0
p19,3010,5,0,0,15,15,0
p19,3014,4,0,0,16,15,0
p19,3015,3,0,0,17,17,0
p19,3019,2,0,0,18,17,0
p19,3020,1,0,0,19,17,0
p19,3024,0,0,0,20,17,0
p19,3030,0,0,0,20,18,0
p19,3600,30,10,0,20,18,0
p19,3605,30,10,0,0,0,10
p19,3608,30,10,4,0,0,3
p19,3609,30,10,7,0,0,0
p19,3610,30,10,7,0,0,2
p19,3613,30,10,8,0,0,1
p19,3614,30,10,8,0,0,0
p19,3615,30,10,8,0,0,2
p19,3618,30,10,9,0,0,1
p19,3620,30,10,10,0,0,0
p19,4203,30,10,6,0,0,0
p19,4204,30,10,4,0,0,0
p19,4205,16,0,0,14,0,0
p19,4206,10,0,0,10,4,0
p19,4210,3,0,0,17,4,0
p19,4211,3,0,0,17,8,0
p19,4215,2,0,0,18,8,0
p19,4216,2,0,0,18,10,0
p19,4220,0,0,0,20,10,0
p19,4221,0,0,0,20,12,0
p19,4800,30,10,0,20,12,0
p19,4801,30,10,0,0,0,10
p19,4804,30,10,0,0,0,5
p19,4805,30,10,4,0,0,1
p19,4806,30,10,6,0,0,4
p19,4807,30,10,6,0,0,3
p19,4809,30,10,6,0,0,2
p19,4810,30,10,7,0,0,1
p19,4811,30,10,8,0,0,2
p19,4812,30,10,8,0,0,0
p19,4816,30,10,9,0,0,1
p19,4817,30,10,9,0,0,0
p19,4821,30,10,9,0,0,1
p19,4824,30,10,9,0,0,0
p19,4826,30,10,9,0,0,1
p19,4830,30,10,10,0,0,0
p19,5401,10,0,8,20,0,0
p19,5402,10,0,6,18,1,0
p19,5403,10,0,5,18,1,0
p19,5405,7,0,0,18,1,0
p19,5407,6,0,0,14,9,0
p19,5411,4,0,0,16,8,0
p19,5412,2,0,0,18,11,0
p19,5417,2,0,0,18,14,0
p19,5421,1,0,0,19,14,0
p19,5432,0,0,0,20,14,0
p19,6000,30,10,0,20,14,0
p19,6002,30,10,0,0,0,1
p19,6003,30,10,2,0,0,8
p19,6006,30,10,4,0,0,5
p19,6007,30,10,6,0,0,2
p19,6008,30,10,7,0,0,3
p19,6009,30,10,7,0,0,1
p19,6012,30,10,8,0,0,0
p19,6013,30,10,8,0,0,2
p19,6015,30,10,9,0,0,1
p19,6018,30,10,10,0,0,0
p19,6600,30,10,9,0,0,0
p19,6601,30,10,7,0,0,0
p19,6602,10,0,5,20,0,0
