id,t,dTot,dFed,rFed,oFed,sFed,unat
p17,0,0,0,0,20,0,0
p17,1,30,10,0,18,0,0
p17,6,30,10,0,8,0,0
p17,7,30,10,0,0,0,5
p17,8,30,10,0,0,0,10
p17,10,30,10,1,0,0,9
p17,11,30,10,2,0,0,8
p17,12,30,10,3,0,0,6
p17,13,30,10,3,0,0,5
p17,16,30,10,4,0,0,4
p17,18,30,10,4,0,0,5
p17,19,30,10,4,0,0,6
p17,21,30,10,4,0,0,4
p17,23,30,10,5,0,0,0
p17,24,30,10,5,0,0,5
p17,27,30,10,6,0,0,4
p17,28,30,10,6,0,0,2
p17,29,30,10,6,0,0,4
p17,30,30,10,7,0,0,3
p17,31,30,10,8,0,0,1
p17,33,30,10,9,0,0,0
p17,34,30,10,9,0,0,1
p17,38,30,10,9,0,0,0
p17,39,30,10,9,0,0,1
p17,40,30,10,10,0,0,0
p17,600,30,10,8,0,0,0
p17,601,28,8,7,2,0,0
p17,602,28,8,5,2,0,0
p17,603,28,8,1,2,0,0
p17,604,28,8,1,0,0,7
p17,606,18,0,1,10,0,5
p17,607,10,0,1,18,0,4
p17,609,10,0,1,17,5,3
p17,610,10,0,1,17,6,3
p17,611,10,0,2,15,15,0
p17,615,10,0,2,12,12,0
p17,619,6,0,1,15,12,0
p17,620,6,0,1,15,14,0
p17,624,6,0,1,15,13,0
p17,625,6,0,1,15,15,0
p17,634,4,0,1,17,15,0
p17,639,2,0,0,18,15,0
p17,640,1,0,0,19,15,0
p17,645,0,0,0,20,15,0
p17,725,0,0,0,20,13,0
p17,1200,30,10,0,19,13,0
p17,1205,30,10,0,12,12,0
p17,1206,30,10,0,0,0,7
p17,1208,30,10,0,0,0,6
p17,1211,30,10,0,0,0,8
p17,1212,30,10,1,0,0,6
p17,1213,30,10,1,0,0,5
p17,1214,30,10,2,0,0,3
p17,1216,30,10,2,0,0,6
p17,1217,30,10,2,0,0,5
p17,1218,30,10,3,0,0,4
p17,1219,30,10,5,0,0,2
p17,1221,30,10,5,0,0,0
p17,1222,30,10,6,0,0,1
p17,1223,30,10,7,0,0,0
p17,1227,30,10,7,0,0,2
p17,1231,30,10,7,0,0,1
p17,1232,30,10,8,0,0,2
p17,1235,30,10,8,0,0,1
p17,1237,30,10,9,0,0,0
p17,1242,30,10,9,0,0,0
p17,1247,30,10,9,0,0,1
p17,1252,30,10,10,0,0,0
p17,1254,30,10,9,0,0,0
p17,1257,30,10,9,0,0,0
p17,1259,30,10,8,0,0,0
p17,1262,30,10,8,0,0,0
p17,1267,30,10,8,0,0,0
p17,1272,30,10,9,0,0,0
p17,1277,30,10,9,0,0,0
p17,1282,30,10,10,0,0,0
p17,1800,29,9,10,1,0,0
p17,1802,29,9,7,0,0,0
p17,1803,29,9,3,0,0,0
p17,1804,29,9,0,0,0,0
p17,1805,22,2,0,7,0,0
p17,1806,10,0,0,19,0,0
p17,1807,10,0,0,10,6,0
p17,1812,10,0,0,10,7,0
p17,1817,8,0,0,12,9,0
p17,1822,7,0,0,13,10,0
p17,1827,5,0,0,15,10,0
p17,1836,4,0,0,16,10,0
p17,1842,2,0,0,18,10,0
p17,1847,1,0,0,19,10,0
p17,1852,0,0,0,20,10,0
p17,2400,30,10,0,20,10,0
p17,2402,30,10,0,6,6,0
p17,2403,30,10,0,0,0,5
p17,2404,30,10,0,0,0,4
p17,2405,30,10,0,0,0,3
p17,2407,30,10,0,0,0,2
p17,2408,30,10,0,0,0,5
p17,2409,30,10,0,0,0,4
p17,2410,30,10,0,0,0,3
p17,2411,30,10,1,0,0,2
p17,2412,30,10,1,0,0,0
p17,2413,30,10,1,0,0,4
p17,2415,30,10,1,0,0,3
p17,2416,30,10,2,0,0,2
p17,2418,30,10,3,0,0,6
p17,2419,30,10,3,0,0,5
p17,2420,30,10,4,0,0,1
p17,2422,30,10,4,0,0,0
p17,2423,30,10,4,0,0,4
p17,2424,30,10,4,0,0,3
p17,2425,30,10,4,0,0,2
p17,2427,30,10,4,0,0,1
p17,2428,30,10,5,0,0,0
p17,2429,30,10,5,0,0,0
p17,2434,30,10,5,0,0,2
p17,2435,30,10,5,0,0,1
p17,2438,30,10,6,0,0,0
p17,2439,30,10,6,0,0,2
p17,2443,30,10,7,0,0,0
p17,2444,30,10,7,0,0,1
p17,2445,30,10,7,0,0,0
p17,2449,30,10,7,0,0,1
p17,2451,30,10,7,0,0,0
p17,2454,30,10,7,0,0,2
p17,2458,30,10,9,0,0,0
p17,2459,30,10,9,0,0,0
p17,2464,30,10,9,0,0,1
p17,2466,30,10,9,0,0,0
p17,2469,30,10,9,0,0,1
p17,2474,30,10,10,0,0,0
p17,2478,30,10,8,0,0,0
p17,2479,30,10,8,0,0,1
p17,2480,30,10,9,0,0,0
p17,2484,30,10,9,0,0,0
p17,2489,30,10,9,0,0,1
p17,2491,30,10,9,0,0,0
p17,2494,30,10,9,0,0,1
p17,2497,30,10,9,0,0,0
p17,2499,30,10,9,0,0,0
p17,2504,30,10,9,0,0,0
p17,2509,30,10,9,0,0,1
p17,2510,30,10,9,0,0,0
p17,2514,30,10,9,0,0,0
p17,2519,30,10,9,0,0,1
p17,2520,30,10,9,0,0,0
p17,2524,30,10,9,0,0,1
p17,2528,30,10,10,0,0,0
p17,3001,30,10,8,0,0,0
p17,3002,17,0,8,13,0,0
p17,3003,10,0,5,20,0,0
p17,3004,10,0,2,15,3,0
p17,3005,10,0,0,15,3,0
p17,3009,10,0,0,10,8,0
p17,3014,9,0,0,11,9,0
p17,3019,7,0,0,13,12,0
p17,3023,6,0,0,14,12,0
p17,3024,6,0,0,14,13,0
p17,3029,6,0,0,14,14,0
p17,3033,5,0,0,15,14,0
p17,3043,4,0,0,16,14,0
p17,3044,3,0,0,17,14,0
p17,3063,2,0,0,18,14,0
p17,3078,1,0,0,19,14,0
p17,3109,0,0,0,20,14,0
p17,3600,30,10,0,20,14,0
p17,3604,30,10,0,0,0,2
p17,3605,30,10,0,0,0,4
p17,3606,30,10,3,0,0,1
p17,3607,30,10,3,0,0,0
p17,3610,30,10,3,0,0,1
p17,3611,30,10,4,0,0,0
p17,3615,30,10,4,0,0,1
p17,3616,30,10,4,0,0,0
p17,3620,30,10,4,0,0,1
p17,3622,30,10,4,0,0,0
p17,3625,30,10,4,0,0,2
p17,3628,30,10,4,0,0,1
p17,3629,30,10,5,0,0,0
p17,3630,30,10,5,0,0,3
p17,3631,30,10,7,0,0,1
p17,3633,30,10,7,0,0,0
p17,3635,30,10,7,0,0,2
p17,3637,30,10,7,0,0,1
p17,3638,30,10,7,0,0,0
p17,3640,30,10,7,0,0,3
p17,3642,30,10,7,0,0,2
p17,3643,30,10,7,0,0,1
p17,3645,30,10,7,0,0,3
p17,3646,30,10,8,0,0,1
p17,3648,30,10,8,0,0,0
p17,3650,30,10,8,0,0,1
p17,3654,30,10,9,0,0,0
p17,3655,30,10,9,0,0,1
p17,3657,30,10,9,0,0,0
p17,3660,30,10,9,0,0,0
p17,3665,30,10,9,0,0,0
p17,3670,30,10,9,0,0,1
p17,3671,30,10,9,0,0,0
p17,3675,30,10,9,0,0,0
p17,3680,30,10,9,0,0,0
p17,3685,30,10,9,0,0,0
p17,3690,30,10,9,0,0,0
