id,t,dTot,dFed,rFed,oFed,sFed,unat
p9,0,0,0,0,20,0,0
p9,5,30,10,0,9,0,0
p9,6,30,10,1,0,0,6
p9,7,30,10,1,0,0,9
p9,10,30,10,5,0,0,4
p9,12,30,10,5,0,0,0
p9,17,30,10,5,0,0,3
p9,20,30,10,6,0,0,2
p9,21,30,10,7,0,0,1
p9,22,30,10,7,0,0,2
p9,26,30,10,8,0,0,1
p9,27,30,10,8,0,0,2
p9,30,30,10,9,0,0,1
p9,31,30,10,10,0,0,0
p9,60,30,10,10,0,0,0
p9,120,30,10,10,0,0,0
p9,180,30,10,10,0,0,0
p9,240,30,10,10,0,0,0
p9,300,30,10,10,0,0,0
p9,360,30,10,10,0,0,0
p9,420,30,10,10,0,0,0
p9,480,30,10,10,0,0,0
p9,540,30,10,10,0,0,0
p9,600,28,8,10,2,0,0
p9,601,28,8,4,2,0,0
p9,602,28,8,2,0,0,6
p9,603,28,8,2,0,0,4
p9,605,22,2,2,6,0,4
p9,606,9,0,1,19,0,3
p9,607,9,0,1,14,2,2
p9,608,9,0,2,14,2,0
p9,611,8,0,2,15,2,0
p9,612,8,0,2,14,2,0
p9,615,7,0,1,14,2,0
p9,617,5,0,1,16,3,0
p9,621,4,0,1,17,3,0
p9,622,4,0,1,17,4,0
p9,627,3,0,1,18,4,0
p9,632,2,0,1,19,4,0
p9,637,1,0,1,20,4,0
p9,638,0,0,0,20,4,0
p9,660,0,0,0,20,4,0
p9,720,0,0,0,20,4,0
p9,780,0,0,0,20,4,0
p9,840,0,0,0,20,4,0
p9,900,0,0,0,20,4,0
p9,960,0,0,0,20,4,0
p9,1020,0,0,0,20,4,0
p9,1080,0,0,0,20,4,0
p9,1140,0,0,0,20,4,0
p9,1200,30,10,0,20,4,0
p9,1202,30,10,0,4,4,0
p9,1203,30,10,2,0,0,8
p9,1204,30,10,7,0,0,3
p9,1205,30,10,7,0,0,2
p9,1207,30,10,8,0,0,0
p9,1208,30,10,8,0,0,2
p9,1209,30,10,9,0,0,1
p9,1212,30,10,9,0,0,0
p9,1213,30,10,9,0,0,1
p9,1215,30,10,9,0,0,0
p9,1218,30,10,9,0,0,1
p9,1219,30,10,10,0,0,0
p9,1260,30,10,10,0,0,0
p9,1320,30,10,10,0,0,0
p9,1380,30,10,10,0,0,0
p9,1440,30,10,10,0,0,0
p9,1500,30,10,10,0,0,0
p9,1560,30,10,10,0,0,0
p9,1620,30,10,10,0,0,0
p9,1680,30,10,10,0,0,0
p9,1740,30,10,10,0,0,0
p9,1800,30,10,10,0,0,0
p9,1802,25,5,10,5,0,0
p9,1803,8,0,7,19,0,0
p9,1804,4,0,2,19,0,0
p9,1805,3,0,0,19,0,0
p9,1808,2,0,0,18,2,0
p9,1813,1,0,0,19,4,0
p9,1823,0,0,0,20,4,0
p9,1860,0,0,0,20,4,0
p9,1920,0,0,0,20,4,0
p9,1980,0,0,0,20,4,0
p9,2040,0,0,0,20,4,0
p9,2100,0,0,0,20,4,0
p9,2160,0,0,0,20,4,0
p9,2220,0,0,0,20,4,0
p9,2280,0,0,0,20,4,0
p9,2340,0,0,0,20,4,0
p9,2400,30,10,0,20,4,0
p9,2403,30,10,0,0,0,3
p9,2404,30,10,0,0,0,10
p9,2406,30,10,5,0,0,5
p9,2407,30,10,5,0,0,3
p9,2408,30,10,5,0,0,0
p9,2409,30,10,5,0,0,5
p9,2411,30,10,7,0,0,2
p9,2412,30,10,7,0,0,1
p9,2413,30,10,8,0,0,0
p9,2414,30,10,9,0,0,1
p9,2418,30,10,10,0,0,0
p9,2460,30,10,10,0,0,0
p9,2520,30,10,10,0,0,0
p9,2580,30,10,10,0,0,0
p9,2640,30,10,10,0,0,0
p9,2700,30,10,10,0,0,0
p9,2760,30,10,10,0,0,0
p9,2820,30,10,10,0,0,0
p9,2880,30,10,10,0,0,0
p9,2940,30,10,10,0,0,0
p9,3000,30,10,10,0,0,0
p9,3001,30,10,8,0,0,0
p9,3002,30,10,3,0,0,0
p9,3003,10,0,3,20,0,0
p9,3004,10,0,0,10,1,0
p9,3008,7,0,0,13,1,0
p9,3009,5,0,0,15,1,0
p9,3013,4,0,0,16,1,0
p9,3014,1,0,0,19,1,0
p9,3019,0,0,0,20,1,0
p9,3060,0,0,0,20,1,0
p9,3120,0,0,0,20,1,0
p9,3180,0,0,0,20,1,0
p9,3240,0,0,0,20,1,0
p9,3300,0,0,0,20,1,0
p9,3360,0,0,0,20,1,0
p9,3420,0,0,0,20,1,0
p9,3480,0,0,0,20,1,0
p9,3540,0,0,0,20,1,0
p9,3600,30,10,0,20,1,0
p9,3604,30,10,1,0,0,9
p9,3605,30,10,3,0,0,6
p9,3606,30,10,4,0,0,5
p9,3608,30,10,6,0,0,1
p9,3609,30,10,7,0,0,3
p9,3610,30,10,7,0,0,1
p9,3613,30,10,7,0,0,0
p9,3614,30,10,7,0,0,3
p9,3615,30,10,8,0,0,2
p9,3616,30,10,8,0,0,1
p9,3619,30,10,8,0,0,2
p9,3621,30,10,8,0,0,1
p9,3624,30,10,8,0,0,2
p9,3628,30,10,9,0,0,1
p9,3629,30,10,9,0,0,1
p9,3633,30,10,9,0,0,0
p9,3634,30,10,9,0,0,1
p9,3639,30,10,10,0,0,0
p9,3660,30,10,10,0,0,0
p9,3720,30,10,10,0,0,0
p9,3780,30,10,10,0,0,0
p9,3840,30,10,10,0,0,0
p9,3900,30,10,10,0,0,0
p9,3960,30,10,10,0,0,0
p9,4020,30,10,10,0,0,0
p9,4080,30,10,10,0,0,0
p9,4140,30,10,10,0,0,0
p9,4200,30,10,10,0,0,0
p9,4201,30,10,9,0,0,0
p9,4204,13,0,6,17,0,0
p9,4205,7,0,1,14,2,0
p9,4206,7,0,0,14,2,0
p9,4209,4,0,0,17,2,0
p9,4210,3,0,0,17,6,0
p9,4219,2,0,0,18,6,0
p9,4229,1,0,0,19,6,0
p9,4240,0,0,0,20,6,0
p9,4260,0,0,0,20,6,0
p9,4320,0,0,0,20,6,0
p9,4380,0,0,0,20,6,0
p9,4440,0,0,0,20,6,0
p9,4500,0,0,0,20,6,0
p9,4560,0,0,0,20,6,0
p9,4620,0,0,0,20,6,0
p9,4680,0,0,0,20,6,0
p9,4740,0,0,0,20,6,0
p9,4800,30,10,0,1,0,0
p9,4801,30,10,0,0,0,7
p9,4804,30,10,1,0,0,5
p9,4805,30,10,2,0,0,2
p9,4806,30,10,8,0,0,2
p9,4807,30,10,8,0,0,1
p9,4810,30,10,9,0,0,0
p9,4811,30,10,9,0,0,1
p9,4816,30,10,10,0,0,0
p9,4860,30,10,10,0,0,0
p9,4920,30,10,10,0,0,0
p9,4980,30,10,10,0,0,0
p9,5040,30,10,10,0,0,0
p9,5100,30,10,10,0,0,0
p9,5160,30,10,10,0,0,0
p9,5220,30,10,10,0,0,0
p9,5280,30,10,10,0,0,0
p9,5340,30,10,10,0,0,0
p9,5400,11,0,10,19,0,0
p9,5401,10,0,9,19,0,0
p9,5402,10,0,3,19,0,0
p9,5404,9,0,2,19,0,0
p9,5405,8,0,0,19,0,0
p9,5406,8,0,0,12,5,0
p9,5410,2,0,0,18,5,0
p9,5411,1,0,0,19,6,0
p9,5416,0,0,0,20,8,0
p9,5460,0,0,0,20,8,0
p9,5520,0,0,0,20,8,0
p9,5580,0,0,0,20,8,0
p9,5640,0,0,0,20,8,0
p9,5700,0,0,0,20,8,0
p9,5760,0,0,0,20,8,0
p9,5820,0,0,0,20,8,0
p9,5880,0,0,0,20,8,0
p9,5940,0,0,0,20,8,0
p9,6000,30,10,0,20,8,0
p9,6001,30,10,0,3,3,0
p9,6002,30,10,0,0,0,10
p9,6003,30,10,3,0,0,6
p9,6006,30,10,5,0,0,3
p9,6007,30,10,5,0,0,5
p9,6008,30,10,5,0,0,3
p9,6010,30,10,6,0,0,2
p9,6011,30,10,7,0,0,1
p9,6012,30,10,8,0,0,2
p9,6013,30,10,8,0,0,1
